CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social;Tipo_Capital;Data_Autorizacao_Aprovacao;Valor_Capital;Prazo_Integralizacao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes
21.389.501/0001-81;2026-12-31;4;156912;COMPASS GÁS E ENERGIA S.A.;350318;Capital Emitido;2026-04-16;1772499508.53;Não aplicável;714190095;0;714190095
21.389.501/0001-81;2026-12-31;4;156912;COMPASS GÁS E ENERGIA S.A.;350319;Capital Subscrito;2026-04-16;1772499508.53;Não aplicável;714190095;0;714190095
21.389.501/0001-81;2026-12-31;4;156912;COMPASS GÁS E ENERGIA S.A.;350320;Capital Integralizado;2026-04-16;1772499508.53;Não aplicável;714190095;0;714190095
21.389.501/0001-81;2026-12-31;4;156912;COMPASS GÁS E ENERGIA S.A.;350321;Capital Autorizado;2020-07-30;10000000000.00;Não aplicável;0;0;0
21.414.457/0001-12;2026-12-31;1;158113;LEADS CIA. SECURITIZADORA;352118;Capital Emitido;2025-08-13;2080207.00;integralizado;2080207;0;2080207
21.414.457/0001-12;2026-12-31;1;158113;LEADS CIA. SECURITIZADORA;352119;Capital Subscrito;2025-08-13;2080207.00;integralizado;2080207;0;2080207
21.414.457/0001-12;2026-12-31;1;158113;LEADS CIA. SECURITIZADORA;352120;Capital Integralizado;2025-08-13;2080207.00;integralizado;2080207;0;2080207
21.748.188/0001-20;2026-12-31;1;158395;TERP GLBL BRASIL I PARTICIPAÇÕES S.A.;352779;Capital Emitido;2024-12-20;21000000.00;N/A;392336428;0;392336428
21.748.188/0001-20;2026-12-31;1;158395;TERP GLBL BRASIL I PARTICIPAÇÕES S.A.;352780;Capital Subscrito;2024-12-20;21000000.00;N/A;392336428;0;392336428
21.748.188/0001-20;2026-12-31;1;158395;TERP GLBL BRASIL I PARTICIPAÇÕES S.A.;352781;Capital Integralizado;2024-12-20;21000000.00;N/A;392336428;0;392336428
22.163.297/0001-49;2026-12-31;1;158120;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;352140;Capital Emitido;2025-05-15;169917960.00;;169917960;0;169917960
22.163.297/0001-49;2026-12-31;1;158120;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;352141;Capital Subscrito;2025-05-15;169917960.00;;169917960;0;169917960
22.163.297/0001-49;2026-12-31;1;158120;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;352142;Capital Integralizado;2025-05-15;169917960.00;;169917960;0;169917960
22.163.297/0001-49;2026-12-31;1;158120;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;352143;Capital Autorizado;2025-01-29;80082040.00;;0;0;0
22.266.175/0001-88;2026-12-31;1;158505;FERTILIZANTES HERINGER S.A.;353069;Capital Emitido;2023-01-30;594164902.56;;53857284;0;53857284
22.266.175/0001-88;2026-12-31;1;158505;FERTILIZANTES HERINGER S.A.;353070;Capital Subscrito;2023-01-30;594164902.56;;53857284;0;53857284
22.266.175/0001-88;2026-12-31;1;158505;FERTILIZANTES HERINGER S.A.;353071;Capital Integralizado;2023-01-30;594164902.56;;53857284;0;53857284
22.266.175/0001-88;2026-12-31;1;158505;FERTILIZANTES HERINGER S.A.;353072;Capital Autorizado;2023-01-30;0.00;;64628741;0;64628741
22.543.331/0001-00;2026-12-31;1;158041;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;351977;Capital Emitido;2025-04-25;3678771540.25;N/A;3000000000;0;3000000000
22.543.331/0001-00;2026-12-31;1;158041;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;351978;Capital Subscrito;2025-04-25;3678771540.25;N/A;3000000000;0;3000000000
22.543.331/0001-00;2026-12-31;1;158041;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;351979;Capital Integralizado;2025-04-25;3678771540.25;N/A;3000000000;0;3000000000
23.236.821/0001-27;2026-12-31;1;158605;PATRIMAR ENGENHARIA S.A.;353321;Capital Emitido;2020-12-31;269171695.44;N.A.;56025501;0;56025501
23.236.821/0001-27;2026-12-31;1;158605;PATRIMAR ENGENHARIA S.A.;353322;Capital Subscrito;2020-12-31;269171695.44;;56025501;0;56025501
23.236.821/0001-27;2026-12-31;1;158605;PATRIMAR ENGENHARIA S.A.;353323;Capital Integralizado;2020-12-31;269171695.44;;56025501;0;56025501
23.236.821/0001-27;2026-12-31;1;158605;PATRIMAR ENGENHARIA S.A.;353324;Capital Autorizado;2020-08-05;3000000000.00;;0;0;0
23.373.000/0001-32;2026-12-31;1;158524;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;353111;Capital Emitido;2026-05-15;1168794260.67;;1221826865;0;1221826865
23.373.000/0001-32;2026-12-31;1;158524;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;353112;Capital Subscrito;2026-05-15;1168794260.67;;1221826865;0;1221826865
23.373.000/0001-32;2026-12-31;1;158524;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;353113;Capital Integralizado;2026-05-15;1168794260.67;;1221826865;0;1221826865
23.373.000/0001-32;2026-12-31;1;158524;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;353114;Capital Autorizado;2021-08-13;0.00;;2778173135;0;2778173135
23.438.929/0001-00;2026-12-31;1;158159;ALARES INTERNET PARTICIPAÇÕES S/A;352228;Capital Emitido;2026-01-05;953131294.95;;358978110;0;358978110
23.438.929/0001-00;2026-12-31;1;158159;ALARES INTERNET PARTICIPAÇÕES S/A;352229;Capital Subscrito;2026-01-05;953131294.95;;358978110;0;358978110
23.438.929/0001-00;2026-12-31;1;158159;ALARES INTERNET PARTICIPAÇÕES S/A;352230;Capital Integralizado;2026-01-05;953131294.95;;358978110;0;358978110
23.438.929/0001-00;2026-12-31;1;158159;ALARES INTERNET PARTICIPAÇÕES S/A;352231;Capital Autorizado;2020-08-13;2000000000.00;;0;0;0
24.230.275/0001-80;2026-12-31;1;158587;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;353269;Capital Emitido;2024-09-04;175228042.27;;203901000;0;203901000
24.230.275/0001-80;2026-12-31;1;158587;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;353270;Capital Subscrito;2024-09-04;175228042.27;;203901000;0;203901000
24.230.275/0001-80;2026-12-31;1;158587;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;353271;Capital Integralizado;2024-09-04;175228042.27;;203901000;0;203901000
24.230.275/0001-80;2026-12-31;1;158587;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;353272;Capital Autorizado;2023-08-17;824771957.73;;0;0;0
24.396.489/0001-20;2026-12-31;4;156028;BRK AMBIENTAL PARTICIPAÇÕES S.A.;348531;Capital Autorizado;2022-05-30;0.00;;312500000;0;312500000
24.396.489/0001-20;2026-12-31;4;156028;BRK AMBIENTAL PARTICIPAÇÕES S.A.;348532;Capital Emitido;2020-09-30;4008806292.77;-;661574766;0;661574766
24.396.489/0001-20;2026-12-31;4;156028;BRK AMBIENTAL PARTICIPAÇÕES S.A.;348533;Capital Subscrito;2020-09-30;4008806292.77;-;661574766;0;661574766
24.396.489/0001-20;2026-12-31;4;156028;BRK AMBIENTAL PARTICIPAÇÕES S.A.;348534;Capital Integralizado;2020-09-30;4008806292.77;;661574766;0;661574766
24.921.465/0001-43;2026-12-31;1;158090;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;352060;Capital Emitido;2023-10-31;113259430.07;N/A;134775745;0;134775745
24.921.465/0001-43;2026-12-31;1;158090;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;352061;Capital Subscrito;2023-10-31;113259430.07;N/A;134775745;0;134775745
24.921.465/0001-43;2026-12-31;1;158090;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;352062;Capital Integralizado;2023-10-31;113259430.07;N/A;134775745;0;134775745
24.921.465/0001-43;2026-12-31;1;158090;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;352063;Capital Autorizado;2021-09-01;0.00;N/A;40000000;0;40000000
24.990.777/0001-09;2026-12-31;1;158148;GRUPO MATEUS S.A.;352199;Capital Emitido;2026-01-06;8880420020.13;Não aplicável;2303692568;0;2303692568
24.990.777/0001-09;2026-12-31;1;158148;GRUPO MATEUS S.A.;352200;Capital Subscrito;2026-01-06;8880420020.13;Não aplicável;2303692568;0;2303692568
24.990.777/0001-09;2026-12-31;1;158148;GRUPO MATEUS S.A.;352201;Capital Integralizado;2026-01-06;8880420020.13;Não aplicável;2303692568;0;2303692568
24.990.777/0001-09;2026-12-31;1;158148;GRUPO MATEUS S.A.;352202;Capital Autorizado;2020-08-13;0.00;;160136628;0;160136628
25.369.840/0001-57;2026-12-31;1;158471;COMERC ENERGIA S.A.;352980;Capital Emitido;2026-03-25;6157793097.58;;657425979;0;657425979
25.369.840/0001-57;2026-12-31;1;158471;COMERC ENERGIA S.A.;352981;Capital Subscrito;2026-03-25;6157793097.58;;657425979;0;657425979
25.369.840/0001-57;2026-12-31;1;158471;COMERC ENERGIA S.A.;352982;Capital Integralizado;2026-03-25;6157793097.58;;657425979;0;657425979
25.369.840/0001-57;2026-12-31;1;158471;COMERC ENERGIA S.A.;352983;Capital Autorizado;2021-08-06;0.00;;0;0;0
26.462.693/0001-28;2026-12-31;1;158162;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;352232;Capital Emitido;2025-02-04;1133580652.00;31/08/2020;195434352;0;195434352
26.462.693/0001-28;2026-12-31;1;158162;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;352233;Capital Subscrito;2025-02-04;1133580652.00;31/08/2020;195434352;0;195434352
26.462.693/0001-28;2026-12-31;1;158162;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;352234;Capital Integralizado;2025-02-04;1133580652.00;31/08/2020;195434352;0;195434352
26.462.693/0001-28;2026-12-31;1;158162;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;352235;Capital Autorizado;2020-06-19;0.00;;1500000000;0;1500000000
26.609.050/0001-64;2026-12-31;1;158540;TRAVESSIA SECURITIZADORA S.A.;353144;Capital Integralizado;2020-06-09;187677.00;;187677;0;187677
26.609.050/0001-64;2026-12-31;1;158540;TRAVESSIA SECURITIZADORA S.A.;353145;Capital Integralizado;2016-12-07;50000.00;;50000;0;50000
26.609.050/0001-64;2026-12-31;1;158540;TRAVESSIA SECURITIZADORA S.A.;353146;Capital Emitido;2016-10-27;50000.00;;50000;0;50000
26.609.050/0001-64;2026-12-31;1;158540;TRAVESSIA SECURITIZADORA S.A.;353147;Capital Subscrito;2016-10-27;50000.00;;50000;0;50000
26.609.050/0001-64;2026-12-31;1;158540;TRAVESSIA SECURITIZADORA S.A.;353148;Capital Autorizado;2016-10-27;5000000.00;;0;0;0
26.659.061/0001-59;2026-12-31;1;158556;MPM CORPÓREOS S.A.;353197;Capital Emitido;2022-10-26;1483830682.19;Totalmente integralizado;361423066;0;361423066
26.659.061/0001-59;2026-12-31;1;158556;MPM CORPÓREOS S.A.;353198;Capital Subscrito;2022-10-26;1483830682.19;Totalmente integralizado;361423066;0;361423066
26.659.061/0001-59;2026-12-31;1;158556;MPM CORPÓREOS S.A.;353199;Capital Integralizado;2022-10-26;1483830682.19;Totalmente integralizado;361423066;0;361423066
26.659.061/0001-59;2026-12-31;1;158556;MPM CORPÓREOS S.A.;353200;Capital Autorizado;2021-01-28;0.00;;54608594;0;54608594
26.664.057/0001-89;2026-12-31;1;158284;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;352525;Capital Emitido;2018-03-08;580628065.00;-;580628065;0;580628065
26.664.057/0001-89;2026-12-31;1;158284;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;352526;Capital Subscrito;2018-03-08;580628065.00;-;580628065;0;580628065
26.664.057/0001-89;2026-12-31;1;158284;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;352527;Capital Integralizado;2018-03-08;580628065.00;;580628065;0;580628065
26.845.702/0001-60;2026-12-31;1;158244;BELÉM TRANSMISSORA DE ENERGIA S.A;352427;Capital Integralizado;2020-11-04;146857116.49;;146857116;0;146857116
26.845.702/0001-60;2026-12-31;1;158244;BELÉM TRANSMISSORA DE ENERGIA S.A;352428;Capital Emitido;2020-11-04;146857116.49;;146857116;0;146857116
26.845.702/0001-60;2026-12-31;1;158244;BELÉM TRANSMISSORA DE ENERGIA S.A;352429;Capital Subscrito;2020-11-04;146857116.49;;146857116;0;0
26.845.702/0001-60;2026-12-31;1;158244;BELÉM TRANSMISSORA DE ENERGIA S.A;352430;Capital Autorizado;2017-09-20;197000000.00;;0;0;0
27.137.879/0001-74;2026-12-31;1;158606;CIA SEC DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;353325;Capital Emitido;2017-02-03;10000.00;24 meses;0;10000;10000
27.137.879/0001-74;2026-12-31;1;158606;CIA SEC DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;353326;Capital Subscrito;2017-02-03;10000.00;24 meses;10000;0;10000
27.137.879/0001-74;2026-12-31;1;158606;CIA SEC DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;353327;Capital Integralizado;2017-02-03;1000.00;24 meses;1000;0;1000
27.157.474/0001-06;2026-12-31;1;158573;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;353231;Capital Emitido;2018-06-22;86579150.00;N/A;86579150;0;86579150
27.157.474/0001-06;2026-12-31;1;158573;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;353232;Capital Integralizado;2017-02-21;12987872.50;N/A;86579150;0;86579150
27.157.474/0001-06;2026-12-31;1;158573;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;353233;Capital Subscrito;2017-02-21;86579150.00;N/A;86579150;0;86579150
27.967.244/0001-02;2026-12-31;1;158241;TAPAJÓS TRANSMISSORA DE ENERGIA S.A.;352421;Capital Integralizado;2020-08-11;171170600.64;N/A;171170600;0;171170600
27.967.244/0001-02;2026-12-31;1;158241;TAPAJÓS TRANSMISSORA DE ENERGIA S.A.;352422;Capital Subscrito;2020-08-11;171170600.64;N/A;171170600;0;171170600
27.967.244/0001-02;2026-12-31;1;158241;TAPAJÓS TRANSMISSORA DE ENERGIA S.A.;352423;Capital Emitido;2020-08-11;171170600.64;N/A;171170600;0;171170600
27.967.244/0001-02;2026-12-31;1;158241;TAPAJÓS TRANSMISSORA DE ENERGIA S.A.;352424;Capital Autorizado;2017-09-20;330000000.00;N/A;0;0;0
28.019.100/0001-89;2026-12-31;2;157843;VIAPAULISTA S.A.;351600;Capital Autorizado;2020-12-10;1348385843.00;;1397784793;0;1397784793
28.019.100/0001-89;2026-12-31;2;157843;VIAPAULISTA S.A.;351601;Capital Integralizado;2020-01-24;1394885843.00;;0;0;0
28.019.100/0001-89;2026-12-31;2;157843;VIAPAULISTA S.A.;351602;Capital Subscrito;2023-06-28;1441385843.00;;148905074000;0;0
28.127.603/0001-78;2026-12-31;3;158463;BANESTES S.A. - BCO EST ESPIRITO SANTO;352949;Capital Emitido;2025-04-25;1900000000.00;;254106600;93397546;347504146
28.127.603/0001-78;2026-12-31;3;158463;BANESTES S.A. - BCO EST ESPIRITO SANTO;352950;Capital Subscrito;2025-04-25;1900000000.00;;254106600;93397546;347504146
28.127.603/0001-78;2026-12-31;3;158463;BANESTES S.A. - BCO EST ESPIRITO SANTO;352951;Capital Integralizado;2025-04-25;1900000000.00;;254106600;93397546;347504146
28.152.650/0001-71;2026-12-31;1;158102;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;352088;Capital Subscrito;2023-12-27;893995761.46;;5876012;0;5876012
28.152.650/0001-71;2026-12-31;1;158102;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;352089;Capital Integralizado;2023-12-27;893995761.46;;5876012;0;5876012
28.152.650/0001-71;2026-12-31;1;158102;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;352090;Capital Emitido;2023-12-27;893995761.46;;5876012;0;5876012
28.195.667/0001-06;2026-12-31;1;158446;BCO ABC BRASIL S.A.;352901;Capital Emitido;2026-03-23;6012662261.47;;131090713;129510368;260601081
28.195.667/0001-06;2026-12-31;1;158446;BCO ABC BRASIL S.A.;352902;Capital Subscrito;2026-03-23;6012662261.47;;131090713;129510368;260601081
28.195.667/0001-06;2026-12-31;1;158446;BCO ABC BRASIL S.A.;352903;Capital Integralizado;2026-03-23;6012662261.47;;131090713;129510368;260601081
28.195.667/0001-06;2026-12-31;1;158446;BCO ABC BRASIL S.A.;352904;Capital Autorizado;2026-03-23;1987337738.53;;0;0;0
28.201.130/0001-01;2026-12-31;1;158510;ENERGISA TRANSMISSÃO DE ENERGIA S/A;353081;Capital Emitido;2026-04-24;2449270995.00;A vista;3453571545;0;3453571545
28.201.130/0001-01;2026-12-31;1;158510;ENERGISA TRANSMISSÃO DE ENERGIA S/A;353082;Capital Integralizado;2026-04-24;2449270995.00;A vista;3453571545;0;3453571545
28.201.130/0001-01;2026-12-31;1;158510;ENERGISA TRANSMISSÃO DE ENERGIA S/A;353083;Capital Subscrito;2026-04-24;2449270995.00;A vista;3453571545;0;3453571545
28.201.130/0001-01;2026-12-31;1;158510;ENERGISA TRANSMISSÃO DE ENERGIA S/A;353084;Capital Autorizado;2018-07-18;0.00;N/A;100000000;0;100000000
28.367.479/0001-18;2026-12-31;1;158136;QUANTUM PARTICIPAÇÕES S.A;352188;Capital Emitido;2026-05-08;134772800.03;Até 365 dias;286674503;0;286674503
28.367.479/0001-18;2026-12-31;1;158136;QUANTUM PARTICIPAÇÕES S.A;352189;Capital Subscrito;2026-05-08;134772800.03;até 365 dias;286674503;0;286674503
28.367.479/0001-18;2026-12-31;1;158136;QUANTUM PARTICIPAÇÕES S.A;352190;Capital Integralizado;2026-05-08;134772800.03;Até 365 dias;286674503;0;286674503
28.594.234/0001-23;2026-12-31;1;158460;AUREN ENERGIA S.A.;352937;Capital Emitido;2024-10-31;6187771522.46;;1050377974;0;1050377974
28.594.234/0001-23;2026-12-31;1;158460;AUREN ENERGIA S.A.;352938;Capital Integralizado;2024-10-31;6187771522.46;;1050377974;0;1050377974
28.594.234/0001-23;2026-12-31;1;158460;AUREN ENERGIA S.A.;352939;Capital Subscrito;2024-10-31;6187771522.46;;1050377974;0;1050377974
28.594.234/0001-23;2026-12-31;1;158460;AUREN ENERGIA S.A.;352940;Capital Autorizado;2024-10-31;0.00;;474622026;0;474622026
28.925.264/0001-75;2026-12-31;1;156700;COMPANHIA ENERGÉTICA JAGUARA;350174;Capital Integralizado;2025-08-14;882643699.00;Não aplicável.;875448805;0;875448805
28.925.264/0001-75;2026-12-31;1;156700;COMPANHIA ENERGÉTICA JAGUARA;350175;Capital Subscrito;2025-08-14;882643699.00;Não aplicável.;875448805;0;875448805
28.925.264/0001-75;2026-12-31;1;156700;COMPANHIA ENERGÉTICA JAGUARA;350176;Capital Autorizado;2018-01-10;1117356301.00;Não aplicável.;0;0;0
28.925.264/0001-75;2026-12-31;1;156700;COMPANHIA ENERGÉTICA JAGUARA;350177;Capital Emitido;2025-08-14;882643699.00;Não aplicável.;875448805;0;875448805
28.942.127/0001-49;2026-12-31;1;156698;COMPANHIA ENERGÉTICA MIRANDA;350069;Capital Emitido;2025-08-14;598277543.00;N/A;590713140;0;590713140
28.942.127/0001-49;2026-12-31;1;156698;COMPANHIA ENERGÉTICA MIRANDA;350070;Capital Integralizado;2025-08-14;598277543.00;N/A;590713140;0;590713140
28.942.127/0001-49;2026-12-31;1;156698;COMPANHIA ENERGÉTICA MIRANDA;350071;Capital Subscrito;2025-08-14;598277543.00;N/A;590713140;0;590713140
28.942.127/0001-49;2026-12-31;1;156698;COMPANHIA ENERGÉTICA MIRANDA;350072;Capital Autorizado;2018-01-10;1401722457.00;N/A;0;0;0
29.780.061/0001-09;2026-12-31;1;158616;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;353354;Capital Integralizado;2017-04-28;1073911676.48;;57737319;0;57737319
29.780.061/0001-09;2026-12-31;1;158616;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;353355;Capital Autorizado;2017-04-28;1073911676.48;;97737319;0;97737319
29.780.061/0001-09;2026-12-31;1;158616;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;353356;Capital Subscrito;2017-04-28;1073911676.48;;57737319;0;57737319
29.780.061/0001-09;2026-12-31;1;158616;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;353357;Capital Emitido;2017-04-28;1073911676.48;;57737319;0;57737319
29.884.545/0001-90;2026-12-31;1;158123;ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A.;352150;Capital Autorizado;2025-12-10;696293607.92;;0;0;0
29.884.545/0001-90;2026-12-31;1;158123;ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A.;352151;Capital Emitido;2025-12-10;903706392.08;;903706392;0;903706392
29.884.545/0001-90;2026-12-31;1;158123;ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A.;352152;Capital Subscrito;2025-12-10;903706392.08;;903706392;0;903706392
29.884.545/0001-90;2026-12-31;1;158123;ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A.;352153;Capital Integralizado;2025-12-10;903706392.08;;903706392;0;903706392
29.980.141/0001-08;2026-12-31;1;157944;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;351838;Capital Emitido;2024-04-25;57670548.83;25/04/2024;30000000;0;30000000
29.980.141/0001-08;2026-12-31;1;157944;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;351839;Capital Subscrito;2024-04-25;57670548.83;25/04/2024;30000000;0;30000000
29.980.141/0001-08;2026-12-31;1;157944;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;351840;Capital Integralizado;2024-04-25;57670548.83;25/04/2024;30000000;0;30000000
29.980.141/0001-08;2026-12-31;1;157944;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;351841;Capital Autorizado;2021-08-16;0.00;000;30000000;0;30000000
30.213.493/0001-09;2026-12-31;1;158369;TEGRA INCORPORADORA S.A.;352706;Capital Emitido;2025-03-19;557870865.81;;334150965;0;334150965
30.213.493/0001-09;2026-12-31;1;158369;TEGRA INCORPORADORA S.A.;352707;Capital Subscrito;2025-03-19;557870865.81;;334150965;0;334150965
30.213.493/0001-09;2026-12-31;1;158369;TEGRA INCORPORADORA S.A.;352708;Capital Integralizado;2025-03-19;557870865.81;;334150965;0;334150965
30.213.493/0001-09;2026-12-31;1;158369;TEGRA INCORPORADORA S.A.;352709;Capital Autorizado;2020-11-09;7000000000.00;Não aplicável;0;0;0
30.306.294/0001-45;2026-12-31;1;158552;BCO BTG PACTUAL S.A.;353183;Capital Emitido;2021-11-12;16004582221.58;N/A;7298813414;4371250052;11670063466
30.306.294/0001-45;2026-12-31;1;158552;BCO BTG PACTUAL S.A.;353184;Capital Integralizado;2025-12-15;62415686073.31;N/A;7298813414;4371250052;11670063466
31.001.230/0001-07;2026-12-31;1;158291;CELEO REDES TRANSMISSÃO DE ENERGIA S.A.;352537;Capital Integralizado;2018-12-07;85600000.00;26/12/2018;85600000;0;85600000
31.748.174/0001-60;2026-12-31;1;158205;VERO S.A.;352339;Capital Emitido;2025-01-02;1015926923.94;;156934120;0;156934120
31.748.174/0001-60;2026-12-31;1;158205;VERO S.A.;352340;Capital Subscrito;2025-01-02;1015926923.94;;156934120;0;156934120
31.748.174/0001-60;2026-12-31;1;158205;VERO S.A.;352341;Capital Integralizado;2025-01-02;1015926923.94;;156934120;0;156934120
31.748.174/0001-60;2026-12-31;1;158205;VERO S.A.;352342;Capital Autorizado;2023-12-01;0.00;;400000000;0;400000000
32.161.500/0001-00;2026-12-31;1;158564;CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;353208;Capital Integralizado;2019-12-23;1188456196.00;;1188456196;0;1188456196
32.161.500/0001-00;2026-12-31;1;158564;CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;353209;Capital Emitido;2026-02-02;1667456196.00;;166745619600;0;166745619600
32.161.500/0001-00;2026-12-31;1;158564;CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;353210;Capital Subscrito;2026-02-02;1667456196.00;;166745619600;0;166745619600
32.431.519/0001-10;2026-12-31;1;158478;HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.;353002;Capital Emitido;2023-06-30;1049594261.80;N/A;594000000;0;594000000
32.431.519/0001-10;2026-12-31;1;158478;HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.;353003;Capital Subscrito;2023-06-30;1049594261.80;N/A;594000000;0;594000000
32.431.519/0001-10;2026-12-31;1;158478;HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.;353004;Capital Integralizado;2023-06-30;1020603627.69;N/A;594000000;0;594000000
33.000.167/0001-01;2026-12-31;2;157986;PETROLEO BRASILEIRO S.A. PETROBRAS;351886;Capital Emitido;2014-04-02;205431960490.52;Não aplicável;7442231382;5446501379;12888732761
33.000.167/0001-01;2026-12-31;2;157986;PETROLEO BRASILEIRO S.A. PETROBRAS;351887;Capital Subscrito;2014-04-02;205431960490.52;Não aplicável;7442231382;5446501379;12888732761
33.000.167/0001-01;2026-12-31;2;157986;PETROLEO BRASILEIRO S.A. PETROBRAS;351888;Capital Integralizado;2014-04-02;205431960490.52;;7442231382;5446501379;12888732761
33.041.260/0652-90;2026-12-31;1;158397;GRUPO CASAS BAHIA S.A.;352786;Capital Emitido;2026-04-13;7124849495.39;Totalmente Integralizado;975864785;0;975864785
33.041.260/0652-90;2026-12-31;1;158397;GRUPO CASAS BAHIA S.A.;352787;Capital Subscrito;2026-04-13;7124849495.39;Totalmente Integralizado;975864785;0;975864785
33.041.260/0652-90;2026-12-31;1;158397;GRUPO CASAS BAHIA S.A.;352788;Capital Integralizado;2026-04-13;7124849495.39;Totalmente Integralizado;975864785;0;975864785
33.041.260/0652-90;2026-12-31;1;158397;GRUPO CASAS BAHIA S.A.;352789;Capital Autorizado;2025-12-17;6125150504.61;;0;0;0
33.042.730/0001-04;2026-12-31;2;158164;CIA SIDERURGICA NACIONAL;352240;Capital Emitido;2022-05-18;10240000000.00;Não Aplicável;1326093947;0;1326093947
33.042.730/0001-04;2026-12-31;2;158164;CIA SIDERURGICA NACIONAL;352241;Capital Subscrito;2022-05-18;10240000000.00;Não Aplicável;1326093947;0;1326093947
33.042.730/0001-04;2026-12-31;2;158164;CIA SIDERURGICA NACIONAL;352242;Capital Integralizado;2022-05-18;10240000000.00;;1326093947;0;1326093947
33.042.730/0001-04;2026-12-31;2;158164;CIA SIDERURGICA NACIONAL;352243;Capital Autorizado;2010-03-25;0.00;Não Aplicável;2400000000;0;2400000000
33.050.071/0001-58;2026-12-31;1;158589;AMPLA ENERGIA E SERVICOS S.A.;353277;Capital Emitido;2025-12-16;8553230392.30;;453223943;0;453223943
33.050.071/0001-58;2026-12-31;1;158589;AMPLA ENERGIA E SERVICOS S.A.;353278;Capital Subscrito;2025-12-16;8553230392.30;;453223943;0;453223943
33.050.071/0001-58;2026-12-31;1;158589;AMPLA ENERGIA E SERVICOS S.A.;353279;Capital Integralizado;2025-12-16;8553230392.30;;453223943;0;453223943
